Date,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,TURNOVER,PE_RATIO,PX_TO_BOOK_RATIO,BID,ASK,BID_ASK_SPREAD_RATIO,PX_TO_SALES_RATIO,HIGH_52WEEK,LOW_52WEEK,HIGH_LIFETIME,LOW_LIFETIME,EQY_FLOAT,NET_REV,IS_TOTAL_OPERATING_REVENUE,IS_OPERATING_EXPN,GROSS_PROFIT,PROF_MARGIN,IS_TOTAL_OPERATING_REVENUE,IS_INT_EXPENSE,IS_INT_INC,NET_INCOME,IS_ADJ_PRETAX_INCOME,CF_FREE_CASH_FLOW,NET_DEBT,NET_DEBT_TO_EBITDA,EBITDA,WORKING_CAPITAL,TOTAL_INVESTED_CAPITAL,PX_TO_CASH_FLOW,EQY_DVD_SPL_EX_FLAG
2/22/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
2/23/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
2/24/2020,172.7,164.44,167.8,166.758,75960815,12805410000,#N/A N/A,22.8039,166.632,166.634,#N/A Invalid Field,6.0231,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,62.5431,#N/A Invalid Field
2/25/2020,171.32,157.4,169.8,159.982,86452405,14034460000,#N/A N/A,21.8773,159.802,159.956,#N/A Invalid Field,5.7784,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,60.0018,#N/A Invalid Field
2/26/2020,162.662,155.222,156.5,155.76,70769215,11198160000,#N/A N/A,21.2999,155.72,155.76,#N/A Invalid Field,5.6259,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.4183,#N/A Invalid Field
2/27/2020,147.954,133.8,146,135.8,121385800,17079590000,#N/A N/A,18.5704,135.602,135.774,#N/A Invalid Field,4.905,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50.9322,#N/A Invalid Field
2/28/2020,138.104,122.304,125.94,133.598,122820855,15888480000,#N/A N/A,18.2693,133.482,133.486,#N/A Invalid Field,4.8254,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50.1064,#N/A Invalid Field
2/29/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/1/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/2/2020,148.738,137.334,142.252,148.724,100974955,14470150000,#N/A N/A,20.3377,148.598,148.738,#N/A Invalid Field,5.3718,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,55.7794,#N/A Invalid Field
3/3/2020,161.396,143.222,161,149.102,128920015,19729090000,#N/A N/A,20.3894,148.922,149.104,#N/A Invalid Field,5.3854,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,55.9212,#N/A Invalid Field
3/4/2020,153.304,144.947,152.792,149.9,75244885,11214350000,#N/A N/A,20.4986,149.898,149.9,#N/A Invalid Field,5.4142,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,56.2205,#N/A Invalid Field
3/5/2020,149.15,143.614,144.754,144.908,54263285,7921847000,#N/A N/A,19.8159,144.708,144.8,#N/A Invalid Field,5.2339,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,54.3482,#N/A Invalid Field
3/6/2020,141.4,136.854,138.001,140.696,63314590,8800469000,#N/A N/A,19.2399,140.576,140.696,#N/A Invalid Field,5.0818,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,52.7685,#N/A Invalid Field
3/7/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/8/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/9/2020,132.6,121,121.078,121.6,85368700,10710920000,#N/A N/A,16.6286,121.292,121.318,#N/A Invalid Field,4.3921,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.6065,#N/A Invalid Field
3/10/2020,133.6,121.6,131.886,129.066,77972215,9954897000,#N/A N/A,17.6496,128.998,129,#N/A Invalid Field,4.6617,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.4066,#N/A Invalid Field
3/11/2020,130.716,122.6,128.04,126.846,67067935,8504351000,#N/A N/A,17.346,126.6,126.832,#N/A Invalid Field,4.5815,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,47.574,#N/A Invalid Field
3/12/2020,118.9,109.25,116.178,112.11,94545260,10675630000,#N/A N/A,15.3308,111.2,111.202,#N/A Invalid Field,4.0493,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42.0472,#N/A Invalid Field
3/13/2020,121.514,100.4,119,109.324,113201270,12249780000,#N/A N/A,14.9499,109.25,109.252,#N/A Invalid Field,3.9487,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,41.0023,#N/A Invalid Field
3/14/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/15/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/16/2020,98.974,88.434,93.9,89.014,102447320,9530319000,#N/A N/A,12.1725,88.802,88.996,#N/A Invalid Field,3.2151,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.385,#N/A Invalid Field
3/17/2020,94.37,79.2,88.002,86.04,119972900,10304680000,#N/A N/A,11.7658,85.998,86,#N/A Invalid Field,3.1077,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.2696,#N/A Invalid Field
3/18/2020,80.972,70.102,77.8,72.244,118930810,8924753000,#N/A N/A,9.8792,72.242,72.444,#N/A Invalid Field,2.6094,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.0954,#N/A Invalid Field
3/19/2020,90.4,71.692,74.939,85.528,150977300,12484420000,#N/A N/A,11.6958,85.4,85.528,#N/A Invalid Field,3.0892,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.0776,#N/A Invalid Field
3/20/2020,95.4,85.158,87.64,85.506,141427510,12577000000,#N/A N/A,11.6928,85.506,85.578,#N/A Invalid Field,3.0884,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.0693,#N/A Invalid Field
3/21/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/22/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/23/2020,88.4,82.1,86.72,86.858,82272745,7038311000,#N/A N/A,11.8777,86.69,86.858,#N/A Invalid Field,3.1372,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.5764,#N/A Invalid Field
3/24/2020,102.738,94.8,95.46,101,114475850,11380940000,#N/A N/A,13.8116,100.86,101,#N/A Invalid Field,3.648,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.8804,#N/A Invalid Field
3/25/2020,111.4,102.222,109.05,107.85,106113725,11450150000,#N/A N/A,14.7483,107.8,107.87,#N/A Invalid Field,3.8954,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.4495,#N/A Invalid Field
3/26/2020,112,102.45,109.478,105.632,87110410,9284753000,#N/A N/A,14.445,105.534,105.61,#N/A Invalid Field,3.8153,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.6176,#N/A Invalid Field
3/27/2020,105.16,98.806,101,102.872,71887040,7303671000,#N/A N/A,14.0676,102.946,103,#N/A Invalid Field,3.7156,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,38.5825,#N/A Invalid Field
3/28/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/29/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
3/30/2020,103.329,98.246,102.052,100.426,59990335,6057921000,#N/A N/A,13.7331,100.3,100.44,#N/A Invalid Field,3.6273,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.6651,#N/A Invalid Field
3/31/2020,108.592,99.4,100.25,104.8,88857425,9340237000,3314.4628,10.4993,104.852,104.896,#N/A Invalid Field,3.6167,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,951,1234,0.2673,#N/A N/A,169,10,16,77,-895,6973,2.0008,1021,2907,26184,35.8304,#N/A Invalid Field
4/1/2020,102.791,95.02,100.8,96.312,66765900,6607165000,3046.0166,9.6489,96.144,96.24,#N/A Invalid Field,3.3238,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.9284,#N/A Invalid Field
4/2/2020,98.852,89.28,96.206,90.894,99292135,9480889000,2874.664,9.1061,90.81,90.894,#N/A Invalid Field,3.1368,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.0761,#N/A Invalid Field
4/3/2020,103.098,93.678,101.9,96.002,112810380,11026870000,3036.2124,9.6179,95.908,96,#N/A Invalid Field,3.3131,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.8224,#N/A Invalid Field
4/4/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
4/5/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
4/6/2020,104.2,99.592,102.24,103.248,74509180,7602208000,3265.3784,10.3438,103.24,103.248,#N/A Invalid Field,3.5631,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.2998,#N/A Invalid Field
4/7/2020,113,106.468,109,109.09,89598920,9835393000,3450.1407,10.9291,109.084,109.094,#N/A Invalid Field,3.7647,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.2971,#N/A Invalid Field
4/8/2020,111.442,106.666,110.84,109.768,63280120,6913229000,3471.5835,10.997,109.684,109.774,#N/A Invalid Field,3.7881,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.5289,#N/A Invalid Field
4/9/2020,115.036,111.422,112.418,114.6,68250000,7751403000,3624.403,11.4811,114.532,114.602,#N/A Invalid Field,3.9549,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,730.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.181,#N/A Invalid Field
4/10/2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
