Date,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,TURNOVER,PE_RATIO,PX_TO_BOOK_RATIO,BID,ASK,BID_ASK_SPREAD_RATIO,PX_TO_SALES_RATIO,HIGH_52WEEK,LOW_52WEEK,HIGH_LIFETIME,LOW_LIFETIME,EQY_FLOAT,NET_REV,IS_TOTAL_OPERATING_REVENUE,IS_OPERATING_EXPN,GROSS_PROFIT,PROF_MARGIN,IS_TOTAL_OPERATING_REVENUE,IS_INT_EXPENSE,IS_INT_INC,NET_INCOME,IS_ADJ_PRETAX_INCOME,CF_FREE_CASH_FLOW,NET_DEBT,NET_DEBT_TO_EBITDA,EBITDA,WORKING_CAPITAL,TOTAL_INVESTED_CAPITAL,PX_TO_CASH_FLOW,EQY_DVD_SPL_EX_FLAG
7/6/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/7/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/8/2013,24.436,23.764,24.274,24.322,39104080,943570300,#N/A N/A,23.4612,24.314,24.324,#N/A Invalid Field,10.5816,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.216,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/9/2013,25.064,24.382,24.928,24.69,43016035,1066831000,#N/A N/A,23.8161,24.686,24.688,#N/A Invalid Field,10.7417,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/10/2013,24.65,24.158,24.638,24.454,28000060,683799500,#N/A N/A,23.5885,24.452,24.454,#N/A Invalid Field,10.6391,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/11/2013,25.218,24.47,24.976,25.122,37434790,931596700,#N/A N/A,24.2328,25.12,25.122,#N/A Invalid Field,10.9297,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/12/2013,25.988,24.902,25.1,25.98,56745930,1456528000,#N/A N/A,25.0605,25.984,25.986,#N/A Invalid Field,11.303,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/13/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/14/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/15/2013,26.652,25.364,26.606,25.452,49621680,1284665000,#N/A N/A,24.5512,25.446,25.452,#N/A Invalid Field,11.0732,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/16/2013,25.264,21.46,25.256,21.81,161859340,3711673000,#N/A N/A,21.0381,21.81,21.812,#N/A Invalid Field,9.4887,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/17/2013,24.324,20.9,21.304,24.05,130144735,3024702000,#N/A N/A,23.1988,24.048,24.06,#N/A Invalid Field,10.4633,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/18/2013,24.546,23.236,24.194,23.806,57036790,1361559000,#N/A N/A,22.9634,23.806,23.814,#N/A Invalid Field,10.3571,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/19/2013,24.11,23.302,23.7,23.936,29457195,702023100,#N/A N/A,23.0888,23.944,23.95,#N/A Invalid Field,10.4137,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/20/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/21/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/22/2013,25.336,23.976,23.978,24.486,49024050,1217284000,#N/A N/A,23.6194,24.456,24.486,#N/A Invalid Field,10.653,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/23/2013,25.112,24.364,24.8,24.548,38702345,953830600,#N/A N/A,23.6792,24.54,24.548,#N/A Invalid Field,10.68,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/24/2013,24.9,23.912,24.894,24.34,34356860,835692400,#N/A N/A,23.4785,24.334,24.34,#N/A Invalid Field,10.5895,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/25/2013,24.95,24.038,24.08,24.814,26435720,650988700,#N/A N/A,23.9357,24.8,24.81,#N/A Invalid Field,10.7957,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/26/2013,26.136,25.322,25.628,25.878,48203515,1240796000,#N/A N/A,24.9621,25.862,25.878,#N/A Invalid Field,11.2586,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/27/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/28/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/29/2013,27.074,25.65,25.864,26.924,48430360,1285816000,#N/A N/A,25.9711,26.91,26.924,#N/A Invalid Field,11.7137,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/30/2013,27.498,25.636,26.96,26.348,65651335,1746745000,#N/A N/A,25.4154,26.334,26.35,#N/A Invalid Field,11.4631,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
7/31/2013,26.995,26.29,26.514,26.856,31758185,847913900,#N/A N/A,25.9055,26.83,26.848,#N/A Invalid Field,11.6841,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/1/2013,27.304,26.526,27,27.11,26617995,719202500,#N/A N/A,26.1505,27.092,27.108,#N/A Invalid Field,11.7946,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/2/2013,27.65,26.722,26.918,27.6,31349190,856950500,#N/A N/A,26.6231,27.59,27.6,#N/A Invalid Field,12.0078,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/3/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/4/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/5/2013,28.978,27.93,28.002,28.936,51003145,1449150000,#N/A N/A,27.9118,28.922,28.936,#N/A Invalid Field,12.589,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/6/2013,29.146,28.22,28.95,28.43,46305460,1327653000,#N/A N/A,27.4238,28.42,28.432,#N/A Invalid Field,12.3689,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/7/2013,28.39,26.472,28.378,26.846,91060690,2518778000,#N/A N/A,25.8958,26.838,26.846,#N/A Invalid Field,11.6797,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/8/2013,31.776,30.092,30.871,30.696,136233815,4219183000,#N/A N/A,29.6096,30.682,30.696,#N/A Invalid Field,13.3547,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,385.236,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/9/2013,31.19,30.25,30.48,30.6,44680145,1376676000,#N/A N/A,29.517,30.598,30.6,#N/A Invalid Field,13.313,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/10/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/11/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/12/2013,30.1,28.41,29.886,29.476,74560875,2186515000,#N/A N/A,28.4327,29.478,29.48,#N/A Invalid Field,12.8239,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/13/2013,29.968,28.89,29.9,29.086,43744315,1288120000,#N/A N/A,28.0565,29.072,29.086,#N/A Invalid Field,12.6543,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/14/2013,28.968,27.61,28.544,27.872,58468715,1643818000,#N/A N/A,26.8855,27.862,27.872,#N/A Invalid Field,12.1261,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/15/2013,28.72,27,27.286,27.934,50944385,1427727000,#N/A N/A,26.9453,27.928,27.938,#N/A Invalid Field,12.1531,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/16/2013,28.781,28.194,28.326,28.4,35540430,1012620000,#N/A N/A,27.3948,28.408,28.41,#N/A Invalid Field,12.3558,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,397.164,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/17/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/18/2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field,#N/A N/A,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/19/2013,29.476,28.566,28.685,28.98,40188200,1170935000,#N/A N/A,27.9543,28.98,28.982,#N/A Invalid Field,12.6082,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,399.34,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/20/2013,29.956,29.4,29.73,29.916,32090540,952779000,#N/A N/A,28.8572,29.9,29.918,#N/A Invalid Field,13.0154,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,399.34,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/21/2013,30.062,29.25,30,29.572,31331310,928636900,#N/A N/A,28.5253,29.556,29.562,#N/A Invalid Field,12.8657,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,399.34,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
8/22/2013,31.496,29.628,29.844,31.42,52961955,1620524000,#N/A N/A,30.3079,31.41,30.74,#N/A Invalid Field,13.6697,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,#N/A Invalid Field,399.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Requesting Data...,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Invalid Field
